read_count,title,update_time
89,量化狗，天天,05-06 01:12
175,在同花顺里搜中芯的机构持股比例是零。,05-06 10:28
99,为什么，阴跌有你，涨与你没关系。,05-06 02:36
162,每次半导体板块都是你拖后腿，建议剔除板块,05-06 01:37
119,别说100了，90都是你过不去的鸿沟,05-06 01:39
114,傻雕中芯指数和板块都跑不赢,05-06 03:04
102,科技股半导体算走的弱的因为这个大拉基拖后腿,05-06 03:02
798,同花顺里显示：中芯国际机构持股为零。,05-03 10:06
644,两市基金持仓前50名没有这货了。犊子了。,05-02 10:00
114,大家千万别买这个股！！我也割肉清仓这个股！,05-06 02:32
108,不会收盘集合竞价又来个90.00精准把控吧,05-06 02:56
207,两个月120多亿的净流出，就问你怕不怕。40多建仓的主力无论怎么卖都是赚的。,05-06 02:35
1090,可控核聚变+非晶合金电机+光刻机=钱景一片光明！！！,05-05 01:32
205,明天高开2个点,05-05 11:55
352,你就是个大笑话,04-14 11:21
1726,我希望大家要去研究每个上市公司总负债，中芯国际是我看到唯数不多比去年减少的公司，,05-05 03:25
643,中国最早在明年就能完成EUV原型机的验证，然后启动小批量生产，到2030年，负责,05-02 05:53
147,中芯国际本周融资净偿还2480.13万元，居半导体板块第十五,05-05 03:03
436,看空做空中芯国际都会!你看李大霄就获得很滋润!,04-30 03:17
235,什么时候盘到60周线什么时候才有行情,05-05 11:27
379,芯片在中国有5万亿元人民币的市场额。估计短期内中芯国际至少能拿到其中的20%,05-05 09:35
310,高成长的公司投入大量的利润去建厂买设备和聘请人才扩大生产。这种公司看它的PE没有,05-05 09:33
497,华为PC芯片即将发布，国产芯片从设计到制造再到终端将全面爆发,05-04 08:54
46738,A股进口替代50强出炉 AI芯片、光刻胶、科学仪器……谁空间更大？高成长高科技高胜率,05-02 08:23
378,年初港口连A股的1/3都不到,05-04 03:35
403,突92.6,05-04 09:28
711,于无声处听惊雷，随着中国高端光刻机的到来，中芯，终有一飞冲天之日。,05-02 06:00
771,这货就是扶不起的阿斗，呵呵。,04-25 11:16
273,改名叫：不争气吧,04-30 01:29
418,50强,05-03 08:21
3499,现在已经是连续横盘10天了，该是选择方向突破了。如果我是主力，我可能不会直接向上,04-29 09:09
21871,追踪张坤、刘彦春等明星基金经理调仓路线：重回白酒 加仓科技,04-30 09:19
473,五一期间人氏币升值，利好旅游消费，房地产，王府井＜原首旅＞股价最高80元现价12,05-03 05:36
243,中芯国际：融资净偿还3646.83万元，融资余额72.22亿元（04-30）,05-01 08:00
521,达到GB200的80%？？？我怎么有点不相信呢,05-03 12:46
631,摩根士丹利将台积电列为首选个股。------那我大A呢？,05-02 06:30
1403,上交所：科创板2024年研发投入总额达到1680.78亿元 超过净利润的2.5倍,04-30 10:07
1249,中芯国际市销率分别是25.70倍，14.45倍，20倍，6.68倍，10.05倍,05-02 08:01
357,磨叽半年了，不知是到一楼还是30楼？,05-02 09:56
618,中芯国际虽然是明星股，但有六十亿股的港股拖累，估值难以有效提升，长期投资首选应该,05-01 11:17
303,大好的青春浪费在你这身上,04-30 01:29
2187,再次提示买入机会。银行业绩普遍下降，股价大幅调整，为半导体和其他科技股提供血包。,04-30 10:24
2000,以点带面 稳链强链 2024年度科创板公司共实现营业收入14221.70亿元,04-30 11:08
4409,沪市上市公司2024年成绩单,04-30 11:53
971,特朗普修改AI芯片出口管制，利好半导体芯片，节后大涨。,04-30 09:34
410,蒸汽机头？把半导体这列火车带废了。,05-01 09:22
462,涨难跌易，但我还是决定跟随公募资金的步伐，今天再次满仓中芯，希望中芯一路长阳，谢,04-30 05:25
1316,上交所：2024年度科创板五成公司实现净利润增长,04-30 10:07
2543,简单分析2024年报,03-27 09:33
504,以前没有5点差价不做，今天赚你一元都好难，温水煮蛙逗你玩吧。,04-30 02:37
369,$中芯国际(SH688981)$,04-30 04:47
12950,科创板“硬卡替”组合拳显效！多个关键领域自给率及国产化率显著提升,04-11 11:49
424,看头部几个权重股直接封板，半导体ETF159813这次真的要起来了，科技行情跳得,04-30 03:55
569,今天日线MACD终于完成死叉，意味着底部钝化形成，调整进入尾声。近两周连续阴跌，,04-29 10:52
123,一只,04-30 09:49
295,赚几块钱太难了,04-30 03:01
298,总算红盘一天,04-30 02:56
262,半导体板块拉升你躺平，半导体调整你一马当先跳水,04-30 01:12
349,可以看看乖宝宠物，有支撑，搏明天反弹。我没有卖中芯买其他票的魄力，交给大家了！,04-28 02:22
274,黑芯国际一生黑,04-30 02:46
273,不会绿了收盘吧,04-30 02:40
314,"报告组织,拉3个板我就生3胎!",04-30 02:37
307,这货这不涨不行，被港芯倒过来拉着往上走，情不由己呀！,04-30 02:34
267,一阳吞三阴,04-30 02:31
259,慢慢涨才是真的涨呀,04-30 02:30
319,拉起来吧！让散户们挣点钱吧！一根大阳就敢出去胡吃海喝大宝剑全套，三个涨停就敢三胎,04-30 01:55
312,大家就在旅游途中等利好消息吧这走势绝对是有利好消息等着假期发布了……,04-30 02:26
217,我们支持，希望你也别跪,04-29 07:38
594,4月29日晚，新华保险公告称，公司拟出资不超过100亿元认购由国丰兴华（北京）私,04-29 09:10
16376,坚守红利却不敌基准 风格稳定大于短期涨跌？基金一季报大透视,04-22 05:11
640,我上次91卖出，买入了别的股，赚了不到1个点，今天买了东方财富。明天大概率月底收,04-29 03:12
1100,好家伙，村龙（中芯国际）连跌9天了，谁家部将在出货调仓？作为科创芯片ETF的第一,04-29 04:17
528,4月29日科创板主力资金净流出9.12亿元,04-29 11:49
635,大宗交易：中芯国际成交220万元，成交价88.00元（04-29）,04-29 06:41
1920,良率已经解决。,02-11 06:37
116,炼完后，下来就是化骨大法。要不大家都骨头渣渣都给化完。,04-29 10:29
107,还龙头我看就是个垃圾,04-29 10:28
124,散户不走，主力不抬，散户割肉，主力就拉，散户散尽，直接涨停，拉到高位，高位出货,04-29 10:02
119,看好明天继续收阴，练习九阴白骨掌。,04-29 09:06
142,这种阴跌出货模式，背后就是季报不及预期的利空，接着还有三个大阴线，破70,04-29 06:50
96,都在等中报预期,04-29 08:42
1971,统一回复一下，折价15%出售的大宗交易就是某些非流通股，必定还有半年以上的销售期,04-26 09:30
911,n+3,04-01 08:01
90,！,04-29 07:53
144,年报，一季报不是截止到4月30日吗,04-29 07:28
92,这是个好票，也许一年后会出业绩,04-29 07:24
292,我已满融满仓！我已满融满仓！231买入宁德时代，占25%仓位，88以下买入中芯，,04-29 10:06
153,再跌一天，周五止跌，大家稍安勿躁哈,04-29 04:06
1152,解密主力资金出逃股 连续5日净流出502股,04-29 04:56
93,连续绿多少天了明天一绿到底算了,04-29 05:55
95,中芯国际已经连跌一个星期了，应该快戴帽子了,04-29 05:40
118,十来年从未分过红的，你以为是善茬？只有索取，绝无回报。,04-29 03:20
89,一路下跌，不如早点卖！！！！！,04-29 05:11
92,要大跌,04-29 05:07
85,明天也许真得走了,04-29 05:06
103,还好早上开盘就卖了去兆易创新，这废股一直阴跌,04-29 05:03
97,连着买了九天都被套，哎，凶多吉少啊,04-29 03:02
99,赌中芯国际至少50根阴线组合,04-29 03:05
100,老夫说的下限85，敢越雷池半步！,04-29 04:55
212,中芯的机会在下半年，等光刻机消息出来吧，属于中国半导体的deepseek时刻,04-28 09:54
1660,大家猜猜25年会不会再破77？,04-15 10:23
333,一季报今天晚上集中公布，很多散户又吓鸟了,04-28 10:40
4294,近230亿折旧，毛利率创九年新低，中芯国际陷入成本拉锯战,04-28 04:57
765,大宗交易：中芯国际成交290.97万元，折价3.00%（04-28）,04-28 11:56
138,扩大对外开放，促进内需消费，维护资本市场稳定，是应对外部环境变化之重中之重！坚决,04-24 11:33
235,我没有想要当世界首富。但是我讲话是经过深思和研究的，是有依据的，可信的。我是一个,04-28 11:35
168,不是说这不是好公司，只是真的贵了，透支未来3年涨幅，台积电才21倍PE,04-28 07:58
14453,基金经理下调持股集中度！释放什么信号？,04-27 01:32
483,多期待能大涨啊，可是从成交量、消息面和技术面都不支持，哎。。。持股过节或者节后第,04-28 02:05
69,太把自己当盘菜了，高看你了,04-21 01:57
946,中芯国际大宗交易成交3.40万股 成交额290.97万元,04-28 10:01
459,中芯国际会不会像中国石油一样一路下跌，它最后跌到几元钱，十元一下！,04-28 03:24
13094,多股获机构看好，目标涨幅最大55.13%(2-17),02-18 08:00
13110,多股获机构看好，目标涨幅最大33.67%(2-8),02-09 08:00
15498,多股获机构看好，目标涨幅最大54.05%(2-18),02-19 08:00
203,中芯国际是一个脚踏实地，兢兢业业的干实事的好公司，我是绝对相信他们的实力和技术。,04-28 02:48
123,阴跌出货，利空来袭，即将开始三个大阴线，破80指日可待…,04-28 06:33
2740,热门投资方向，创新高！,04-28 03:36
2170,我已按计划在89以下满融，但还没有满仓。相当于不融资股友的半仓。中芯向下的空间很,04-25 11:08
135,收盘绝对破88，不跑就等待着挨雷吧,04-28 01:55
105,到85元一点问题没有,04-28 02:16
86,垃圾到家了,04-28 02:18
181,今天银行股涨，其他股大跌，中芯微跌；明天银行股跌，其他股大涨，中芯微跌。每天就是,04-28 02:26
150,"很有耐心,一点一点吐给散户",04-28 02:37
372,好的公司不惧回调，越调越买，不融资就不会有风险。,04-28 02:09
82,别红，我80等你,04-28 02:02
96,中哥好稳，，等我圣哥张完，，我80等你，，千万别拉太快,04-28 01:43
1335,四月九日我在大盘基本稳定后，211.3满融满仓备选股宁德时代，今天清仓卖出，加上,04-25 09:59
85,到85元有点问题没有,04-28 02:15
92,万亿市值的东西几分钱的上下,04-28 02:02
176,能不能涨到200元啊！,04-28 01:30
81,快点80我好建仓,04-28 01:47
89,兄弟80几号到,04-28 01:49
7777,主动权益基金一季度重仓股出炉：腾讯跃升至第一，阿里、比亚迪、中芯国际新进前十,04-23 09:20
166,交易清淡，主力进入假期模式，只留守门员了。上午的高点可能不是今天的最高点，低点也,04-28 01:26
88,空头的力气已经用完了，现在只要耐心等待东风来就可以了。,04-28 01:22
201,寒武纪值700，你中芯只值80吗？,04-28 09:39
81,大东尽出这些东西,04-28 01:14
1261,半导体代工行业属于比较典型的重资产周期性行业，估值参考市销率或市净率比PE更客观,04-26 04:00
348,中芯这个股，觉得风险评估极大。大部分人都一直坚持持有，并且越跌越加仓。目前是下跌,04-27 11:42
672,没上车的赶紧上车,04-09 10:23
325,下周必将爆跌,04-25 09:53
622,周末人工智能，高科技，芯片出了这么大利好，怎么东方财富一个也发不上来,04-27 05:48
27186,科技股调仓曝光！基金经理：看多港股,04-27 07:27
173,一路下跌，以后这臭股就在50以下震荡直到退市。,04-27 05:37
2162,中芯国际大宗交易成交2.69万股 成交额201.67万元,04-25 08:53
414,我们的中芯国际就属于暂缓披露信息的公司吗？,04-25 10:33
326,雅克这个业绩要感谢国内晶圆厂的持续扩产！未来可期,04-27 10:04
227,周末出高科技这么多利好，周一科技股要大涨了，,04-27 05:37
169,看来确实不值钱。,04-25 02:35
223,近几日频繁大宗交易，是在往下引导股价吗？,04-27 07:49
1623,操作股票一定要操作自己最熟悉的股票，把资金安全放在第一位。目前中芯走势不理想，喜,04-24 11:24
16796,市场分歧明显 关注半导体、算力自主可控科技主线,04-18 05:29
186,阴跌不止，就说明有利空，预测一季报有利空，不及预期,04-27 06:28
311,今年可见150,04-27 12:32
178,3月份十大股东为什么剩3家了呢，都跑了吗？,04-27 05:21
214,平均持仓成本83.34，支撑位85.1，量能呈出逃趋势，股价得五一后才有行情了,04-27 03:37
160,一季报不是应该4月30号之前披露吗？为什么5月9号？,04-27 03:18
80,中芯国际本周融资净偿还3373.72万元，居半导体板块第十一,04-27 03:04
219,创新高是时间问题！,04-27 09:36
162,同样情况下，隔夜挂单先成交,04-27 11:02
446,终于等到从他口中说出来重点发展人工智展科技人工智能的话了，了可以干活了吧,04-26 09:50
300,股吧天天吹，股价天天跌，为啥呢？,04-26 09:33
140,一文不值，大家抓紧卖卖卖,04-17 01:37
1223,芯片豁免就会减少国产替代进程吗？,04-25 04:01
493,铋芯片闪亮登场,04-26 06:40
480,上午的尖底88.45是量化砸出来，无操作性，全天5分K阴线有量阳线无量，尖底不保,04-25 02:01
277,88可以买了,04-26 06:12
2247,大宗交易：中芯国际成交201.67万元，折价15.18%（04-25）,04-25 05:32
254,下周一开始人工智能起来了吧科技技起,04-26 04:47
1135,公司的产能利用率是多少？,04-25 05:59
232,隔夜挂单可以做个决定。,04-26 10:48
2846,银华基金李晓星：看好港股市场以及A股现金流好且估值低位的消费股,04-21 10:53
246,光刻机相关设备材料不攻克就看不到发展空间。近期股价的发展已说明一切。,04-26 10:08
3528,上市公司用专利积聚核心竞争力,04-26 04:14
313,为什么不打击扰乱市场的内幕交易和所谓大折价的大宗交易？,04-25 07:45
200,这只票大概调整到76附近比较适合介入。,04-25 11:34
165,中芯国际：连续3日融资净偿还累计2亿元（04-25）,04-26 07:41
955,科创板今日大宗交易成交4886.67万元,04-25 08:51
184,估计要重新回到70多,04-22 11:19
319,主力资金这几天都在拼命大量流出，应该是有利空了，下周可能直接干到70左右…,04-25 09:43
245,中芯国际:中芯国际2024年度内部控制评价报告,04-25 05:38
213,中芯国际:中芯国际2024年度内部控制审计报告,04-25 05:38
499,预测下个星期跌破80，再次进入70的平台，才可以关注，60左右可以进场了,04-25 04:20
192,建议主动退市,04-25 02:46
657,请问下最近有机构或者基金等调研公司吗？,04-25 05:59
662,公司A股股东户数是多少？,04-25 05:59
216,这一堆公告就是今天跌的理由吗？,04-25 05:49
223,真心来个跌停,04-25 05:01
216,隔夜挂单是我的第一目标。,04-25 05:25
234,我以为是龙头呢，谁知道买个垃圾,04-25 04:58
325,尾盘88.39卖了，折腾不起，主力就是想砸盘,04-25 03:04
247,这段时间就是GJD在出货，4月7号进的，这几天在不计成本的出，卖一总是大单在出，,04-25 03:18
518,还不抢只能说脑壳里少了东西的。,04-11 12:44
249,即将连续爆涨，国产替代一号龙头，第一目标翻倍，第二目标翻十倍，赶紧买,04-22 10:33
248,出什么事了？向下破位了！,04-25 02:42
177,臭，哎，太辣了,04-25 02:33
2297,中芯国际发生3笔大宗交易 合计成交757.35万元,04-24 10:32
308,静待花开了,04-24 06:15
8306,多家公司Q1业绩预喜 上海半导体一季度出现结构性机会,04-24 08:57
177,继续加仓中芯国际A股，适当减少中芯国际Ｈ股……！,04-24 06:35
547,任凭东南西北风千锤百炼风中行。上午继续小赚，下午看你反弹。,04-22 11:44
219,一直有减持的票也敢买！,04-24 04:50
151,清仓清场吧，受不了了。从赢10%到亏5%。。。。。,04-24 08:31
206,能回到去年8月份的股价吗，不然怎么做好人买好股得好报呢,04-24 05:44
170,差不多了,04-18 01:37
193,大家伙有没发现，最近没有新闻报道支持高科技发展了，看来科技股没戏了,04-24 10:28
240,外围的半导体全部是在大涨，指数都是三倍做多的，国内的半导体是玩命的跌，天天的阴跌,04-24 10:51
203,大到汽车小智能音箱智能时代万物皆芯片在于时间问题决心因素,04-24 11:33
1094,中芯国际：5月9日将召开2025年第一季度业绩说明会,04-24 10:06
279,高性能的模拟集成电路和功率器件芯片商业绩王者归来，年报0.95，派8元，小盘绩优,04-24 11:58
198,怎么天天有大宗交易哪位大咖能耐心讲解下,04-24 09:15
764,我从3月24日发长文调整思路后，预测准得惊人。我目前还是持有某德，15个点，满融,04-24 04:28
881,大宗交易：中芯国际成交757.35万元，成交均价89.10元（04-24）,04-24 06:04
101,拥抱一切的隔夜挂单。,04-24 10:12
225,发生啥了？？很尴尬啊，这水跳的，直接把上证砸下来啦,04-24 11:07
363,预感：明天周五会大跌！！！！,04-24 02:44
263,95.9套了我2208股，这两天分别在90.45和89.89买入1000补仓，还,04-24 05:42
101,业绩这么差，高估了10倍,04-24 09:30
695,一季度预计收入23.6亿美元，同比增加34.9%，环比增长8%，却连跌4个月。,04-24 03:34
9364,全面拥抱科技股 公募基金“含科量”成风向标,04-23 06:43
553,中芯国际:中芯国际关于召开2025年第一季度业绩说明会的预告公告,04-24 05:04
107,董秘，出来说句话，回答问题呀，再不回答，就下课吧。,04-24 08:32
4796,港股一季度迎千亿资金抢筹 科技与消费板块成配置核心,04-24 12:12
1376,台积电南京投资基本稳定后，一个厂一年就盈利58亿人民币，等中芯国际过了扩张期3个,04-24 10:13
99,怀疑这个股未涨过,04-24 06:06
111,每天大宗交易平价成交什么意思？,04-24 05:52
88714,公募基金2025年一季报数据榜单出炉！,04-24 07:33
245,加仓的好时机啊！随时可能拉涨的，大家赶紧买！！！！,04-21 10:52
444,下周开启暴涨模式，大家拿住，有钱就加仓！！！,04-18 04:26
24955,前冠军基金一季度调仓大曝光！有人积极调仓，有人已遭遇业绩“滑铁卢”,04-22 07:14
354,AS:中芯未来难测！未来10年业绩大增雅砻江水电？,04-20 01:51
1756,中芯国际大宗交易成交393.17万元,04-23 08:36
4545,24股4月22日获杠杆资金加仓超5000万元,04-23 12:57
226,七十万追五涨停四川电力600644牛哦！四川水电,04-22 09:51
932,大宗交易：机构账户买入中芯国际393.17万元（04-23）,04-23 05:24
20919,超越宁德和茅台 港股腾讯首次成为公募基金第一重仓股,04-23 03:31
169,90以上都是泡沫，80以下可以关注，60以下可以进场，40可以全仓,04-23 06:36
165,又完了,04-23 11:00
2329,5个行业获融资净买入超1亿元 5股获融资净买入额超1亿元,04-23 09:47
120,为啥这个股吧有那么多其它垃圾股的资讯或广告啊？,04-23 10:07
125,1.隔夜挂单是“时间的朋友”，越久越见真章！,04-23 08:52
1337,5只科创板股今日大宗交易平台发生交易,04-23 08:36
179,咱不行别做芯片了，做餐饮吧，看东哥都去你家接单了，做芯片太委屈你了,04-23 05:03
215,加仓猛干，今年上200,04-23 03:58
113,十年磨一剑，七剑才刚刚下天山！现在刚刚是第一把剑的第6年！,04-23 07:10
103,僵尸,04-23 06:29
3403,公募基金一季报收官：主动权益类基金盈利近五年同期最优,04-23 02:53
195,为什么中芯国际和华虹公司每年产能逐步增加，净利润却逐步减少？,04-23 04:10
119,半个月后来看一下就好了，这个是木头不动了,04-23 04:13
217,美那边芯片法案要落地，这可能要加快国产替代进程，我准备低位搞点$半导体ETF(S,04-23 03:11
93,每天都亏的很稳定,04-23 03:02
109,可以护盘一波了哈,04-23 02:14
131,五日线都站不上去，简直贻笑大方,04-23 01:21
86,沦落成僵尸股了,04-23 02:56
87,……,04-23 02:56
108,太臭了，久久买一次就把我套住90.45,04-23 02:55
122,卖单全是222222的，是不是机构出货？,04-23 02:26
152,看这块八毛的给你累的,04-23 10:21
80,赶紧绿，大春活,04-23 02:47
86,太臭了，量化天天几毛钱做差。,04-23 02:45
314,YY一下：随时准备拉起来！本周必有大阳线,04-22 10:36
226,大盘3338的时候你105，现在大盘3300你90？我104的本啊Kao,04-22 10:40
122,是想等着明天港股来了一起涨？,04-21 02:53
43860,自主可控明确替代空间，如何捕捉投资新机遇？,04-22 11:25
9914,大幅加仓美的、茅台，买入小米 银华基金李晓星：看好港股与A股消费股,04-21 07:44
89,给点力兄弟，带领板块冲一下,04-22 01:16
34944,去年四季度加仓信立泰、华海药业，中欧基金葛兰：科技创新、消费复苏是核心关注方向,03-29 07:41
463,中芯虐我千百遍，我却待它如初恋，与它相处三年半，股性吃相最难看，短线这里挣快钱，,04-22 08:46
7044,最新！公募基金前十大重仓股出炉,04-22 08:08
6311,兴全明星基金经理调仓曝光！,04-22 09:51
823,这次调整应该要跌破77去60吧，半导体里海光，中微，华创等龙头都是上升趋势，只有,04-22 04:17
9656,腾讯登顶！公募十大重仓股出炉,04-22 10:04
146,中芯国际买不到先进光刻机，否则早没台积电什么事了,04-22 08:16
470,距离年底8个月，维持300的目标价不变，每天开盘暴击不过是小孩子的把戏，回头看去,04-22 05:15
155,$中芯国际(sh688981)$,04-22 10:06
103,科创板的罪人,04-22 09:21
215,下半年业绩暴增,04-22 06:57
150,还没到买入的时机，需要等很长时间,04-22 08:27
741,大宗交易：中芯国际成交558.07万元，成交均价90.01元（04-22）,04-22 05:53
2424,台积电在大陆竟然盈利260亿新台币，58亿人民币，他们可是生产的成熟制程芯片，在,04-22 05:42
260,先看调整到年线70，再看调整到64，再不行就回去40，砸盘龙头有砸盘龙头自己的走,04-22 04:43
163,操盘手怎么不说话了,04-22 05:06
1814,中芯国际现2笔大宗交易 合计成交6.20万股,04-22 08:14
3878,中国AI 50概念下跌2.09%，主力资金净流出44股,04-22 04:56
200,50左右就是好股票，现在90了就是泡沫股了…好和坏和公司无关，和股价相关…,04-22 04:36
176,港股卖空单717.7万股，占当日流通8.03%，这何方大佬看空中芯了,04-22 05:22
146,几乎没有现金分红的股票就是庞氏骗局，股价就是靠后来傻瓜不断烧钱堆高，最后一地鸡毛,04-22 03:56
337,抱歉了各位，怨我全仓买入该票，所以一直调整，我就是股票晴雨表，请大家反向操作,04-21 10:32
9203,时隔近四年 大基金再度减持中芯国际,03-31 11:19
9562,公告精选丨中芯国际：鑫芯香港3月28日减持1130万股公司港股，持股降至6.91%；北方华创：拟14.48亿元协议受让芯源微8.41%股份,03-31 10:09
5406,今年以来南下资金净买入突破6000亿港元 已超去年全年净买入额七成,04-20 03:25
195,我为散户发声：赶紧买，不要下车,04-21 02:13
135,中芯国际已经是机构控制的公司了，散户激不起任何波浪。,04-21 02:42
281,未来芯片还得靠寒武纪。,04-21 10:10
150,垃圾啊，我100的本,04-21 08:53
83,最顶级的美光科技市值都没你高啊这泡沫真大,04-21 11:59
63,如如不动,04-21 10:16
60,涨跌随意，陪你玩,04-21 09:49
125,加油，不管别人怎么说，坚定持有中国芯,04-21 05:21
102,海光明天要涨的，你乖乖跌就完事了,04-21 06:18
112,短线这次要破了80再考虑进场…,04-21 06:34
476,有一些人吹嘘这是两市总龙头，吸引了一大批韭菜进来。搞的这只股票成了散户大本营和韭,04-21 04:19
112,莫灰心，交易对于普通散户来说就是等待！,04-21 07:08
113,这K线画的连自己都不信看着都难受！,04-21 04:54
94,明天会不会补涨？,04-21 02:52
969,中芯国际深度研究报告：晶圆制造龙头，领航国产芯片新征程,04-21 11:59
1086,无论中美关税谈判如何，国产替代将是强国的大方针也是基础方针。中芯国际是国产替代的,04-20 05:02
34303,后关税时代，对内看大消费、对外看半导体，双主线拿稳了！,04-21 11:38
148,中芯国际的，垃圾丢人的，板块里谁不比你强，,04-21 09:33
142,又到大家开骂中芯垃圾的一天!,04-21 09:34
147,最近半导体算是走的最稳的方向了，资金流入也比其他好，我主要冲国产替代这条线，$半,04-21 03:24
86,大盘今天强势，不需要护盘了,04-21 02:48
83,10连阳了，防守为主,04-21 03:41
64,板块都被你带崩,04-21 03:28
108,自主可控就你这样？,04-21 01:58
57,老,04-21 03:01
5693,中芯国际股份奖励计划：共授出288万限制性股票,04-01 08:52
596,盲猜中芯下一目标位176,04-20 09:57
1987,预测非常准确！大家看看我文中的观点，到目前为止全对。我还是持有某德，还在上涨中，,04-15 10:34
37167,全球40%份额！被美国逼出来的中国半导体，正上演逆袭奇迹,04-18 11:27
300,盘子大，难以大涨大跌,04-20 07:50
256,我咋有种海光信息要起飞的感觉。我只是看看，没买哈。同一个板块，都是大体量，看看怎,04-17 09:43
3266,耐心……,04-18 04:45
566,供应中芯国际海力士美光三星的国产替代！芯片制造材料！被疯狂做空中，大家来抄底,04-20 06:31
574,豆包说你当前股价35元！我刚刚问的！实际上你都90多了，咋办？,04-19 08:48
261,你懂啥？没吃到葡萄说葡萄酸。,04-20 09:36
581,现在散户的筹码都被主力收走了，那天横空出世特大利好，拉个涨停板你就彻底踏空了,04-18 02:37
484,这股长期持有肯定是没有问题的，等中芯攻克7nm跟5nm就行了，攻克只是时间问题,04-20 06:01
11343,看好这一方向 基金经理港股调仓思路曝光,04-19 07:05
251,老弟来了,04-20 08:13
498,中芯国际是情怀票，需要有长期主义，不离不弃的精神才能持有它。这个月不涨，下个月不,04-20 02:49
400,老夫认为中芯国际可以在三季度拉一拉，但幅度不会太大，也可以就这么震荡到年底，都是,04-20 01:59
696,重磅：中芯国际为寒武纪代工AI芯片，即将开启连续涨停！,04-20 02:52
